tid,tags,EN,oldEN
TID_TENCENT_LOGIN_AGREEMENT_NOTE,,"You need to carefully read and agree with\n<TOS>Tencent Game License and Service Agreement</TOS>,\n<PP>Tencent Game Privacy Protection Guidelines</PP> and\n<CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>\nbefore accessing the game.","You need to carefully read and agree with\n<TOS>Tencent Game License and Service Agreement</TOS>,\n<PP>Tencent Game Privacy Protection Guidelines</PP> and\n<CHILDREN>Tencent Game Children Privacy Protection Guidelines</CHILDREN>\nbefore accessing the game."
TID_TENCENT_GUEST_LOGIN_WARNING_TITLE,,Log in as guest?,Log in as guest?
TID_TENCENT_GUEST_LOGIN_WARNING,,"In accordance with the latest anti-addiction rules, you will be unable to complete real-name verification when logged in with a Guest account, and your playtime is restricted to 1 hour every 15 days. To ensure the very best gaming experience, we highly recommend logging in with either QQ or WeChat and completing your real-name verification.","In accordance with the latest anti-addiction rules, you will be unable to complete real-name verification when logged in with a Guest account, and your playtime is restricted to 1 hour every 15 days. To ensure the very best gaming experience, we highly recommend logging in with either QQ or WeChat and completing your real-name verification."
TID_ENERGY_DUMP_EXPLANATION,,"Используй <c78b4cd>Энергию</c> для изучения этого затонувшего корабля.\n\nКак минимум, ты получишь <cF8A203><number> Золота</c> и может быть что-то еще...",Use <c78b4cd>Quest Energy</c> to Explore this wreck.\n\nYou´ll get at least <cF8A203><number> Gold</c> and possibly more…
TID_ENERGY_DUMP_EXPLANATION_TOKENS,,"Используй <c78b4cd>Квестовые Токены</c> для изучения этого затонувшего корабля.\n\nКак минимум, ты получишь <cF8A203><number> Золота</c> и может быть что-то еще...",Use <c78b4cd>Quest Tokens</c> to Explore this wreck.\n\nYou´ll get at least <cF8A203><number> Gold</c> and possibly more…
TID_ENERGY_DUMP_NODE_LOCKED,,Тебе нужно открыть этот Остров перед исследованием этого Затонувшего Корабля.,You need to unlock this Island before you can Explore this wreck.
TID_ENERGY_DUMP_WAIT,,У вас несколько наград уже оплачиваются. Подождите минутку.,You have some rewards already pending. Wait a bit.
TID_ENERGY_DUMP_GENERIC_ERROR,,Ты не можешь получить это сейчас.\n\n(ошибка <number>),You can´t access this right now...\n\n(error <number>)
TID_BUTTON_EXPLORE,,Исследовать,Explore
TID_ENERGY_DUMP_1,,Зат. Корабль,Shipwreck
TID_CLAIM_REWARD,,Получить награду,Claim reward
TID_SEASON_END_TITLE,,Сезон Лиги закончен,League Season Ended
TID_SEASON_END_TEXT_UP,,Ты перешел на <cffc620><league></c>!\nПоздравляем!,You moved up to the <cffc620><league></c>!\nCongratulations!
TID_SEASON_END_TEXT_SAME,,Ты остался на <cffc620><league></c>.\nХорошая работа!,You stayed on the <cffc620><league></c>.\nGood work!
TID_SEASON_END_TEXT_DOWN,,Ты был понижен до <cffc620><league></c>.,You moved down to the <cffc620><league></c>.
TID_CLAN_SEASON_END_TITLE,,Сезон Лиги закончен,League Season Ended
TID_CLAN_SEASON_END_TEXT_UP,,Твой клан перешел на <cffc620><league></c>!\nПоздравляем!,Your clan moved up to the <cffc620><league></c>!\nCongratulations!
TID_CLAN_SEASON_END_TEXT_SAME,,Твой клан остался на <cffc620><league></c>.\nХорошая работа!,Your clan stayed on the <cffc620><league></c>.\nGood work!
TID_CLAN_SEASON_END_TEXT_DOWN,,Твой клан был понижен до <cffc620><league></c>.,Your clan moved down to the <cffc620><league></c>.
TID_ACCOUNT_LOCKED_TITLE,,Аккаунт Заблокирован,Account Locked
TID_ACCOUNT_LOCKED_TEXT,,Твой аккаунт был заблокирован из-за угрозы взлома. Введите код разблокировки для восстановления.,Your account has been locked for security reasons. Enter the unlock code to recover your account.
TID_ACCOUNT_LOCKED_TEXT2,,Введите код разблокировки:,Enter unlock code here:
TID_ACCOUNT_LOCKED_INVALID_CODE,,Неверный код!,Invalid unlock code!
TID_OFFER_STARTER_PACK,,Стартовый Набор,Starter Pack
TID_OFFER_LEAGUE_PACK,,Набор Лиги,League Pack
TID_OFFER_GOBLIN_PACK,,Набор Гоблина,Goblin Pack
TID_OFFER_PEKKA_PACK,,Набор П.Е.К.К.А.,P.E.K.K.A Pack
TID_OFFER_BABY_DRAGON_PACK,,Набор Дракончика,Baby Dragon Pack
TID_OFFER_BOMBER_PACK,,Набор Бомбера,Bomber Pack
TID_OFFER_MINION_PACK,,Набор Миньона,Minion Pack
TID_OFFER_REGION_2_PACK,,Набор Лавовых Земель,Lava Land Pack
TID_OFFER_REGION_3_PACK,,Набор Электрических Краев,Shock Shores Pack
TID_OFFER_REGION_4_PACK,,Набор Источников Эликсира,Elixir Springs Pack
TID_OFFER_REGION_5_PACK,,Набор Лавовых Джунглей,Lava Jungle Pack
TID_OFFER_REGION_6_PACK,,Набор Костяного Пляжа,Boneyard Beach Pack
TID_OFFER_ARMY_PACK,,Набор Армии,Army Pack
TID_OFFER_ADVENTURER_PACK,,Набор Путешествинника,Adventurer Pack
TID_OFFER_ITEM_PACK,,Набор Предметов,Item Pack
TID_OFFER_ADVENTURER_GOLD_PACK,,Золотой Набор Путешественника,Adventurer Gold Pack
TID_OFFER_BIG_QUEST_PACK,,Большой Набор Квестов,Big Quest Pack
TID_OFFER_BOMB_MINER_PACK,,Набор Шахтера-Подрывника,Bomb Miner Pack
TID_OFFER_MAGIC_BELL,,Набор Магического Призывателя,Magic Summoner Pack
TID_OFFER_MAGIC_MISSILE,,Набор Магических Ракет,Magic Missile Pack
TID_OFFER_VALUE,,ценность,value
TID_GOBLIN_ITEM,,Предмет Гоблина,Goblin Item
TID_PEKKA_ITEM,,Предмет П.Е.К.К.А.,P.E.K.K.A Item
TID_BABY_DRAGON_ITEM,,Предмет Дракончика,Baby Dragon Item
TID_BOMBER_ITEM,,Предмет Бомбера,Bomber Item
TID_MINION_ITEM,,Предмет Миньона,Minion Item
TID_OFFER_INFO_RESOURCES,,<NUM> <RESOURCE>,<NUM> <RESOURCE>
TID_OFFER_INFO_CONSUMABLES,,<NUM> <CONSUMABLE>,<NUM> <CONSUMABLE>
TID_POPOVER_CLAN_CRATE,,<NUM> Ящик,<NUM> Crate
TID_POPOVER_CLAN_CRATE_MULTIPLE,,<NUM> Ящиков,<NUM> Crates
TID_CLAN_DAILY_LOOT_POPOVER_HEADER,,Награды Клана за день:,Clan rewards today so far:
TID_OFFER_RANDOM_ITEM_FOR_RANDOM_TROOP_SINGULAR,,1 случайный предмет (для случайного воина),1 random item (for random troop)
TID_OFFER_RANDOM_ITEM_FOR_RANDOM_TROOP,,<NUM> случайных предмета (для случайных воинов),<NUM> random items (for random troops)
TID_OFFER_RANDOM_ITEM_FOR_TROOP_SINGULAR,,1 случайный предмет (для <TROOP>),1 random item (for <TROOP>)
TID_OFFER_RANDOM_ITEM_FOR_TROOP,,<NUM> случайных предмета (для <TROOP>),<NUM> random items (for <TROOP>)
TID_OFFER_RANDOM_ITEM,,Случайный предмет,Random item
TID_OFFER_RANDOM_ARMY_INCREASE_TITLE,,Случайное полонение армии,Random army increase
TID_OFFER_RANDOM_ARMY_INCREASE_SINGULAR,,1 случайное увеличение армии (для случайного воина или заклинания),1 random army increase (for random troop or spell)
TID_OFFER_RANDOM_ARMY_INCREASE,,<NUM> случайных увеличений армии (для случайного воина или заклинания),<NUM> random army increases (for random troop or spell)
TID_OFFER_ARMY_INCREASE_FOR_CARD_SINGULAR,,1 увеличение армии (для <CARD>),1 army increase (for <CARD>)
TID_OFFER_ARMY_INCREASE_FOR_CARD,,<NUM> увеличений армии (для <CARD>),<NUM> army increases (for <CARD>)
TID_OFFER_ELIXIR_FOR_RANDOM_CARDS,,<NUM> Эликсира (для случайного воина),<NUM> Elixir (for random troops)
TID_OFFER_ELIXIR_FOR_CARD,,<NUM> Эликсира (для <CARD>),<NUM> Elixir (for <CARD>)
TID_OFFER_DONT_MISS_ONE_TIME_CHANCE,,Не пропусти <VALUE>x ОДНОРАЗОВОЕ предложение!,Don't miss this <VALUE>x ONE time offer!
TID_OFFER_POPOVER_HEADER,,Ты получишь:,You will get:
TID_OFFER_PURCHASE_LIMIT_REACHED,,Достигнут лимит покупок,Purchase limit reached
TID_OFFER_UNABLE_TO_PURCHASE,,Нет возможности для покупки,Unable to purchase
TID_SHOP_OFFER_POPOVER,,Новое специальное предложение доступно!,New special deal available!
TID_SHOP_OFFERS_POPOVER,,Новые специальные предложения доступны!,New special deals available!
TID_DUNGEON,,Подземелье,Dungeon
TID_DUNGEON_1_NAME,,Залив Джунглей,Jungle Bay
TID_DUNGEON_2_NAME,,Яма Магмы,Magma Pit
TID_DUNGEON_3_NAME,,Заряженные Пещеры,Charged Caverns
TID_DUNGEON_4_NAME,,Логово Драконьего Зуба,Dragontooth Lair
TID_DUNGEON_5_NAME,,Лавовая Трещина,Lava Rift
TID_DUNGEON_6_NAME,,Костяной Завал,Bone Cellar
TID_BUTTON_ATTACK_DUNGEON_START,,Войти,Enter
TID_BUTTON_ATTACK_DUNGEON_CONTINUE,,Продолжить,Continue
TID_LEAGUE_SEASON_END_CHEST_DESCRIPTION,,\nЭта сезонная награда содержит:\n• <cF8A203><NUM_GOLD></c> Золота\n• <c3CB01D><NUM_GEMS></c> Гемов\n• <ce48810><NUM_TOKENS></c> Токенов Лиги\n• <ce048d8><NUM_ELIXIR></c> Эликсира... или даже больше золота!,\nThis season end reward contains:\n• <cF8A203><NUM_GOLD></c> Gold\n• <c3CB01D><NUM_GEMS></c> Gems\n• <ce48810><NUM_TOKENS></c> League Tokens\n• <ce048d8><NUM_ELIXIR></c> Elixir... or even more gold!
TID_CLAN_LEAGUE_SEASON_END_CHEST_DESCRIPTION,,\nЭта сезонная награда содержит:\n• <cF8A203><NUM_GOLD></c> Золота\n• <c3CB01D><NUM_GEMS></c> Гемов\n• <ce48810><NUM_TOKENS></c> Токенов Лиги\n• <ce048d8><NUM_ELIXIR></c> Эликсира... или даже больше золота!,\nThis season end reward contains:\n• <cF8A203><NUM_GOLD></c> Gold\n• <c3CB01D><NUM_GEMS></c> Gems\n• <ce048d8><NUM_ELIXIR></c> Elixir... or even more gold!
TID_TREASURE_MAP,,Компасс,Compass
TID_INFO_TREASURE_MAP,,Изучи Подземелье с сокровищами на карте!,Discover a Treasure Dungeon on the map!
TID_SHOP_DEAL_TREASURE_MAP,,Компасс,Compass
TID_ITEM_UPGRADE_MAX,,<NAME> уже максимального уровня!,<NAME> is already at max level!
TID_CAP_MAX_EXPLANATION,,<NAME>: у тебя есть все <NUMBER> из <MAX>!,You have all <NUMBER> <NAME>s out of maximum of <MAX>!
TID_BUTTON_REROLL,,Перемешка,Reroll
TID_EXTRA_HEALTH,,Увеличение Здоровья,Health Increase
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,,Этот аккаунт отключен из-за запроса на удаление и не может быть восстановлен.,This account has been disabled due to a deletion request and can no longer be recovered.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,,Этот аккаунт отключен из-за неактивности и не может быть восстановлен.,This account has been disabled due to inactivity and can no longer be recovered.
TID_ACCOUNT_DISABLED_TEXT,,Аккаунт Отключен,Account Disabled
TID_ACCOUNT_DELETION_WARNING_TITLE,,Предупреждение об Удалении Аккаунта,Account Deletion Warning
TID_ACCOUNT_DELETION_WARNING_TEXT,,"Следуя вашему запросу, ваш аккаунт будет удален через <time>. Если вы передумали, то обратитесь в тех. поддержку для отмены запроса об удалении.",Following your request your account will be deleted in <time>. If you have changed your mind contact Help and Support to cancel your deletion request.
TID_ACCOUNT_DELETION_SOON_WARNING_TEXT,,"Следуя вашему запросу, ваш аккаунт скоро будет удален.",Following your request your account will be deleted soon.
TID_ACCOUNT_DELETION_WARNING_CONTACT_PS,,"Вы подали запрос на удаление аккаунта. У вас есть <time>, чтобы отменить этот процесс.",You have requested this account to be deleted. You have <time> left to cancel the deletion.
TID_DAILY_DEAL,,Ежедневные Предложения,Daily Deal
TID_UNKNOWN_BOSS,,???,???
TID_UNABLE_TO_START_CLAN_CHALLENGE,,Невозможно начать Клановое Испытание,Unable to start Clan Challenge
,,,
TID_LEVEL_RECOMMENDATION_HEADER,,Рекомендуемые уровни,Recommended levels
TID_LEVEL_RECOMMENDATION_WAITING,(!),Wednesday is considering your options…,Wednesday is considering your options…
TID_LEVEL_RECOMMENDATION_RESULTS,,Wednesday recommends these levels:,Wednesday recommends these levels:
,,,
TID_CONSUMABLE_REROLL,,Токен Перезапуска,Restart Token
TID_CONSUMABLE_SHUFFLE,,Кость Смешивания,Shuffle Dice
TID_CONSUMABLE_UNDO,,Обратные Часы,Undo Clock
TID_CONSUMABLE_REINFORCEMENT,,Колокол Призыва,Summon Bell
TID_CONSUMABLE_MAGICMISSILE,,Жезл Ракет,Missile Wand
,,,
TID_CONSUMABLE_REROLL_INFO,,Старт с новым расположением войск!,Start again with a new opening formation!
TID_CONSUMABLE_SHUFFLE_INFO,,"Перераспределение воинов на поле, чтобы иметь больший шанс на большую атаку!",Re-arrange the troops on your board for chances at bigger attacks!
TID_CONSUMABLE_UNDO_INFO,,"Поверни время вспять, чтобы откатить твою последнюю атаку и попробовать снова!",Rewind time to undo your last attack and try again!
TID_CONSUMABLE_REINFORCEMENT_INFO,,"Призови воинов, чтобы помочь твоей армии!",Summon refill troops to your army!
TID_CONSUMABLE_MAGICMISSILE_INFO,,Запусти 3 магических ракеты (400 урона каждая) на случайные цели!,Fire three magic missiles (400 damage each) at random targets!
TID_CONSUMABLE_UNDO_NOT_POSSIBLE,,Вы можете Откатить только использованное заклинание или атаку воина.,You can Undo only after a spell or a troop attack.
TID_CONSUMABLE_REROLL_NOT_POSSIBLE,,Вы можете Перезапустить только в начале игры.,You can Restart only at the start of the game.
TID_CONSUMABLE_SHUFFLE_NOT_POSSIBLE,,Вы можете использовать Кость Смешивания только когда на поле есть воины.,You can use Shuffle Dice only when there are troops on board.
TID_LEVEL_END_CONSUMABLES_HINT,,Вы все еще можете использовать магические предметы чтобы завершить уровень!,You can still use Magic Items to try to clear the level!
,,,
TID_GEMS_RECEIVED,,Гемы получены,Gems received
TID_TAP_TO_WRITE,,"Нажмите, чтобы написать",Tap to write a new message
TID_CLAN_CHALLENGE_UNABLE_TO_START,,Невозможно начать Клановое Испытание. Код ошибки: <CODE>,Unable to start Clan Challenge. Fail code: <CODE>
TID_CLAN_CHALLENGE_ALREADY_PLAYED_TODAY,,На сегодня ты уже использовал свою Клановую Атаку.,You've already used your Clan Attack for today.
TID_CLAN_CHALLENGE_DAY_OVER,,День Клановой Лиги закончен.,Clan League day is over.
TID_CLAN_CHALLENGE_SEASON_OVER,,Сезон Клановой Лиги закончен.,Clan League season is over.
TID_CLAN_CHALLENGE_SOMEONE_PLAYING,,Другой игрок уже играет.,Another player currently playing.
TID_CLAN_CHALLENGE_TRY_COUNT_POPOVER,,Твой клан сделал <NUMBER> атак на этом Испытании.,Your Clan has made <NUMBER> Attacks on this Challenge.
TID_CLAN_CHALLENGE_TRY_COUNT_POPOVER_SINGULAR,,Твой клан сделал 1 атаку на этом Испытании.,Your Clan has made 1 Attack on this Challenge.
TID_CLAN_CHALLENGE_TRY_COUNT_POPOVER_NONE,,Твой клан не сделал ни одной атаки на этом Испытании.,Your Clan hasn't made any Attacks on this Challenge yet.
TID_CLAN_CHALLENGE_COMPLETION_PERCENTAGE_POPOVER,,<NUMBER>% всего уровня было пройдено за лучшую попытку.,<NUMBER>% of the Level was completed on the best attempt.
TID_CLAN_CHALLENGE_COMPLETION_PERCENTAGE_POPOVER_NO_ATTEMPTS,,Твой клан ни разу не пытался пройти этот уровень.,Your Clan hasn't attempted to clear this Level yet.
TID_CLAN_CHALLENGE_BOSS_BAR_LABEL,,Здоровье: <NUMBER>%,Health: <NUMBER>%
TID_CLAN_CHALLENGE_DUNGEON_BAR_LABEL,,Пройдено: <STAGES>/<TOTAL_STAGES>,Completed: <STAGES>/<TOTAL_STAGES>
TID_CLAN_CHALLENGE_BOSS_BAR_POPOVER,,У этого босса осталось <NUMBER>% Здоровья.,This boss has <NUMBER>% Health left.
TID_CLAN_CHALLENGE_BOSS_BAR_POPOVER_FULL,,У этого босса все еще полное Здоровье.,This boss is still in full Health.
TID_CLAN_CHALLENGE_DUNGEON_BAR_POPOVER_NONE,,Твой Клан не прошел ни одной Стадии в этом Подземелье.,Your Clan hasn't completed any Stages in this Dungeon.
TID_CLAN_CHALLENGE_DUNGEON_BAR_POPOVER,,Твой Клан прошел <STAGES> из <TOTAL_STAGES> Стадий в этом Подземелье.,Your Clan has completed <STAGES> out of <TOTAL_STAGES> Stages in this Dungeon.
TID_CLAN_CHALLENGE_POINTS_POPOVER_LEVEL,,Твой Клан получит <COMPLETION_POINTS> Клановых Очков если пройдет этот Уровень.,Your Clan gets <COMPLETION_POINTS> Clan Points if you clear this Level.
TID_CLAN_CHALLENGE_POINTS_POPOVER_LEVEL_SINGULAR,,Твой Клан получит 1 Клановое Очко если пройдет этот Уровень.,Your Clan gets 1 Clan Point if you clear this Level.
TID_CLAN_CHALLENGE_POINTS_POPOVER_BOSS,,Прохождение этого Босса даст <COMPLETION_POINTS> Клановых Очков твоему Клану.,Beating this Boss gives <COMPLETION_POINTS> Clan Points to your Clan.
TID_CLAN_CHALLENGE_POINTS_POPOVER_BOSS_SINGULAR,,Прохождение этого Босса даст 1 Клановое Очко твоему Клану.,Beating this Boss gives 1 Clan Point to your Clan.
TID_CLAN_CHALLENGE_POINTS_POPOVER_DUNGEON_COMPLETION_EXTRA,,"<POINTS_LEFT> Клановых Очков можно получить с этого Подземелья: 1 Очко за каждую Стадию, плюс дополнительные <COMPLETION_POINTS> Очков за последнюю Стадию.","<POINTS_LEFT> Clan Points can be earned from this Dungeon: 1 Point for each completed Stage, plus extra <COMPLETION_POINTS> Points for clearing the last Stage."
TID_CLAN_CHALLENGE_POINTS_POPOVER_DUNGEON,,<POINTS_LEFT> Клановых Очков можно получить с этого Подземелья (1 Очко за каждую Стадию),<POINTS_LEFT> Clan Points can be earned from this Dungeon (1 Point for each completed Stage).
TID_CLAN_CHALLENGE_POINTS_POPOVER_DUNGEON_SINGULAR,,За прохождение каждой Стадии дается 1 Очко твоему Клану. Плюс 1 дополнительно Очко за прохождение Подземелья.,Beating each Stage gives 1 Point to your Clan. Plus 1 additional Point for completing the Dungeon.
TID_POPOVER_CLAN_POINTS_TOTAL,,Кол-во очков твоего Клана за этот Сезон.,Your Clan's total Points for this Season.
TID_POPOVER_CLAN_POINTS_TODAY,,Кол-во Очков твоего Клана за этот День.,Your Clan's Points earned on this Day.
TID_POPOVER_CLAN_ATTACKS_TODAY,,Кол-во атак участников клана за этот День.,Clan member attacks for this Day.
TID_POPOVER_CLAN_TIME_LEFT,,"Осталось времени для Клана, чтобы проатаковать.",Time left on this Day for Clan to do attacks.
TID_POPOVER_CLAN_CURRENT_DAY,,Текущий День Сезона.,Current Day of the Season.
TID_CLAN_LEAGUE,,Клановая Лига,Clan League
TID_TAB_CLAN,,Кланы,Clans
TID_CLANS,,Кланы,Clans
TID_CLAN,,Клан,Clan
TID_CLANS_DESCRIPTION,,"Вступи в Клан и участвуй в Клановой Лиге, чтобы получать награды!",Join a Clan and compete in Clan League to unlock rewards!
TID_CLANS_JOIN_PROMPT,,Найди или создай Клан!,Find or create a Clan!
TID_BUTTON_CLAN_ATTACK_OCCUPIED,,Атакован игроком,Being attacked by
TID_BUTTON_CLAN_ATTACK_USED,,Атака Использована,Attack used
TID_BUTTON_CLAN_ATTACK_NOT_AVAILABLE,,Недоступно,Not available
TID_CLAN_RANKING,,Ранк:,Ranking:
TID_LABEL_TODAY,,Сегодня:,Today:
TID_SHARE_DIALOG_TITLE,,Поделиться,Share
TID_SHARE_DIALOG_COPY_ALERT_MESSAGE,,Ссылка скопирована в буфер обмена,Link copied to clipboard
TID_SHARE_DIALOG_COPY_ALERT_BUTTON,,ОК,OK
TID_INVITE,,Пригласить,Invite
TID_CREATE,,Создать Клан,Create a Clan
TID_INFO,,Инфо,Info
TID_SEARCH,,Поиск,Search
TID_CLAN_SEARCH_PROMPT,,Введите название Клана для поиска,Type a Clan name to search
TID_CLAN_NAME_PROMPT,,Введите имя Клана,Name your Clan
TID_CLAN_DESCRIPTION_PROMPT,,Введиие короткое описание для вашего Клана,Enter a short description for your Clan
TID_CREATE_CLAN_INFOTEXT,,"Заметка: Клану нужно как минимум <NUM> участников, чтобы войти в Клановую Лигу.",Note: a Clan needs to have at least <NUM> members to enter the Clan League.
TID_CREATE_CLAN_POPUP_BUTTON,,Создать,Create
TID_CLAN_TYPE,,Тип Клана,Clan type
TID_CLAN_REQUIREMENT,,Необходимо Звездных Сундуков,Required Star Chests
TID_CLAN_JOIN_REQUEST_SENT,,Запрос на вступление отправлен,Join request sent
TID_INVALID_DESCRIPTION,,Недопустимое описание,Invalid description
TID_PLAYER_NAME_PROMPT,,Введите имя игрока,Enter player name
TID_CLAN_TYPE_OPEN,,Открытый,Open
TID_CLAN_TYPE_INVITE_ONLY,,Только по приглашениям,Invite only
TID_CLAN_TYPE_CLOSED,,Закрытый,Closed
TID_ALLIANCE_ACCEPTED_BY,,Принят игроком <NAME>.,Accepted by <NAME>.
TID_ALLIANCE_REJECTED_BY,,Отклонен игроком <NAME>.,Rejected by <NAME>.
TID_ALLIANCE_JOIN_REQUEST,,Игрок желает вступить в Клан.,Player requests to join clan.
,,,
TID_POPUP_MAGIC_ITEMS_TITLE,,Магические Предметы,Magic Items
TID_POPUP_MAGIC_ITEMS_MORE_BUTTON,,Получить больше,Get more
TID_POPUP_MAGIC_ITEMS_INVENTORY,,Текущий инвентарь:,Current inventory:
,,,
TID_LEAGUE_CHEST_28,(!),Legendary I Season Reward,Legendary I Season Reward
TID_LEAGUE_CHEST_27,,Legendary II Season Reward,Legendary II Season Reward
TID_LEAGUE_CHEST_26,,Legendary III Season Reward,Legendary III Season Reward
TID_LEAGUE_CHEST_25,,Platinum I Season Reward,Platinum I Season Reward
TID_LEAGUE_CHEST_24,,Platinum II Season Reward,Platinum II Season Reward
TID_LEAGUE_CHEST_23,,Platinum III Season Reward,Platinum III Season Reward
TID_LEAGUE_CHEST_22,,Gold I Season Reward,Gold I Season Reward
TID_LEAGUE_CHEST_21,,Gold II Season Reward,Gold II Season Reward
TID_LEAGUE_CHEST_20,,Gold III Season Reward,Gold III Season Reward
TID_LEAGUE_CHEST_19,,Silver I Season Reward,Silver I Season Reward
TID_LEAGUE_CHEST_18,,Silver II Season Reward,Silver II Season Reward
TID_LEAGUE_CHEST_17,,Silver III Season Reward,Silver III Season Reward
TID_LEAGUE_CHEST_16,,Bronze I Season Reward,Bronze I Season Reward
TID_LEAGUE_CHEST_15,,Bronze II Season Reward,Bronze II Season Reward
TID_LEAGUE_CHEST_14,,Bronze III Season Reward,Bronze III Season Reward
TID_LEAGUE_CHEST_13,,Bronze IV Season Reward,Bronze IV Season Reward
TID_LEAGUE_CHEST_12,,Bronze V Season Reward,Bronze V Season Reward
TID_LEAGUE_CHEST_11,,Bronze VI Season Reward,Bronze VI Season Reward
TID_LEAGUE_CHEST_10,,Bronze VII Season Reward,Bronze VII Season Reward
TID_LEAGUE_CHEST_9,,Bronze VIII Season Reward,Bronze VIII Season Reward
TID_LEAGUE_CHEST_8,,Bronze IX Season Reward,Bronze IX Season Reward
TID_LEAGUE_CHEST_7,,Bronze X Season Reward,Bronze X Season Reward
TID_LEAGUE_CHEST_6,,Bronze XI Season Reward,Bronze XI Season Reward
TID_LEAGUE_CHEST_5,,Bronze XII Season Reward,Bronze XII Season Reward
TID_LEAGUE_CHEST_4,,Bronze XIII Season Reward,Bronze XIII Season Reward
TID_LEAGUE_CHEST_3,,Bronze XIV Season Reward,Bronze XIV Season Reward
TID_LEAGUE_CHEST_2,,Bronze XV Season Reward,Bronze XV Season Reward
TID_LEAGUE_CHEST_1,,Bronze XVI Season Reward,Bronze XVI Season Reward
,,,
TID_CLAN_LEAGUE_CHEST_28,,Legendary I Clan Season Reward,Legendary I Clan Season Reward
TID_CLAN_LEAGUE_CHEST_27,,Legendary II Clan Season Reward,Legendary II Clan Season Reward
TID_CLAN_LEAGUE_CHEST_26,,Legendary III Clan Season Reward,Legendary III Clan Season Reward
TID_CLAN_LEAGUE_CHEST_25,,Platinum I Clan Season Reward,Platinum I Clan Season Reward
TID_CLAN_LEAGUE_CHEST_24,,Platinum II Clan Season Reward,Platinum II Clan Season Reward
TID_CLAN_LEAGUE_CHEST_23,,Platinum III Clan Season Reward,Platinum III Clan Season Reward
TID_CLAN_LEAGUE_CHEST_22,,Gold I Clan Season Reward,Gold I Clan Season Reward
TID_CLAN_LEAGUE_CHEST_21,,Gold II Clan Season Reward,Gold II Clan Season Reward
TID_CLAN_LEAGUE_CHEST_20,,Gold III Clan Season Reward,Gold III Clan Season Reward
TID_CLAN_LEAGUE_CHEST_19,,Silver I Clan Season Reward,Silver I Clan Season Reward
TID_CLAN_LEAGUE_CHEST_18,,Silver II Clan Season Reward,Silver II Clan Season Reward
TID_CLAN_LEAGUE_CHEST_17,,Silver III Clan Season Reward,Silver III Clan Season Reward
TID_CLAN_LEAGUE_CHEST_16,,Bronze I Clan Season Reward,Bronze I Clan Season Reward
TID_CLAN_LEAGUE_CHEST_15,,Bronze II Clan Season Reward,Bronze II Clan Season Reward
TID_CLAN_LEAGUE_CHEST_14,,Bronze III Clan Season Reward,Bronze III Clan Season Reward
TID_CLAN_LEAGUE_CHEST_13,,Bronze IV Clan Season Reward,Bronze IV Clan Season Reward
TID_CLAN_LEAGUE_CHEST_12,,Bronze V Clan Season Reward,Bronze V Clan Season Reward
TID_CLAN_LEAGUE_CHEST_11,,Bronze VI Clan Season Reward,Bronze VI Clan Season Reward
TID_CLAN_LEAGUE_CHEST_10,,Bronze VII Clan Season Reward,Bronze VII Clan Season Reward
TID_CLAN_LEAGUE_CHEST_9,,Bronze VIII Clan Season Reward,Bronze VIII Clan Season Reward
TID_CLAN_LEAGUE_CHEST_8,,Bronze IX Clan Season Reward,Bronze IX Clan Season Reward
TID_CLAN_LEAGUE_CHEST_7,,Bronze X Clan Season Reward,Bronze X Clan Season Reward
TID_CLAN_LEAGUE_CHEST_6,,Bronze XI Clan Season Reward,Bronze XI Clan Season Reward
TID_CLAN_LEAGUE_CHEST_5,,Bronze XII Clan Season Reward,Bronze XII Clan Season Reward
TID_CLAN_LEAGUE_CHEST_4,,Bronze XIII Clan Season Reward,Bronze XIII Clan Season Reward
TID_CLAN_LEAGUE_CHEST_3,,Bronze XIV Clan Season Reward,Bronze XIV Clan Season Reward
TID_CLAN_LEAGUE_CHEST_2,,Bronze XV Clan Season Reward,Bronze XV Clan Season Reward
TID_CLAN_LEAGUE_CHEST_1,,Bronze XVI Clan Season Reward,Bronze XVI Clan Season Reward
,,,
TID_MAGIC_ITEM_BUNDLE_1,,Универсальный Магический Пакет,Versatile Magic Bundle
TID_MAGIC_ITEM_BUNDLE_2,,Пакет Магической Атаки,Striker Magic Bundle
TID_MAGIC_ITEM_BUNDLE_3,,Пакет Магического Коммандира,Commander Magic Bundle
TID_INFO_MAGIC_ITEM_BUNDLE_1,,"5x Жезлов Ракет, 5x Обратных Часов, 5x Колоколов Призыва","5x Missile Wand, 5x Undo Clock, 5x Summon Bell"
TID_INFO_MAGIC_ITEM_BUNDLE_2,,"5x Костей Смешивания, 10x Жезлов Ракет","5x Shuffle Dice, 10x Missile Wand"
TID_INFO_MAGIC_ITEM_BUNDLE_3,,"5x Токенов Перезапуска, 10x Колоколов Призыва","5x Restart Token, 10x Summon Bell"
,,,
TID_CHALLENGE_CHEST_28,,League Chest Legendary I,League Chest Legendary I
TID_CHALLENGE_CHEST_27,,League Chest Legendary II,League Chest Legendary II
TID_CHALLENGE_CHEST_26,,League Chest Legendary III,League Chest Legendary III
